gender,age,country,city,customer_segment,tenure_months,signup_channel,contract_type,monthly_logins,weekly_active_days,avg_session_time,features_used,usage_growth_rate,last_login_days_ago,monthly_fee,total_revenue,payment_method,payment_failures,discount_applied,price_increase_last_3m,support_tickets,avg_resolution_time,complaint_type,csat_score,escalations,email_open_rate,marketing_click_rate,nps_score,survey_response,referral_count
Male,52,USA,Berlin,Individual,52,Web,Quarterly,28,2,14.675450183950728,7,-0.16,10,70,3640,Card,0,No,No,0,17.9122279319597,Billing,3.0,0,0.52,0.14,-8,Unsatisfied,3
Male,45,Bangladesh,Delhi,SME,55,Referral,Quarterly,28,7,16.845074608552167,4,0.07,11,20,1100,Card,0,Yes,No,1,33.76789270131532,,3.0,0,0.81,0.02,-84,Unsatisfied,3
Female,44,Australia,Berlin,Individual,13,Mobile,Quarterly,15,7,17.822080569148415,7,-0.06,24,50,650,PayPal,0,No,No,1,6.0550050396673285,Billing,3.0,0,0.56,0.48,-5,Satisfied,1
Male,74,India,Sydney,Individual,12,Referral,Quarterly,28,7,4.912764587829356,4,-0.21,1,30,360,PayPal,2,Yes,Yes,2,14.471672462138349,Service,3.0,0,0.52,0.24,-5,Satisfied,0
Female,51,India,Dhaka,Individual,12,Mobile,Quarterly,12,7,10.737884538394264,7,-0.11,4,50,600,Card,0,Yes,No,3,23.828533852476024,Billing,4.0,0,0.18,0.48,40,Satisfied,2
Female,54,Germany,London,Individual,12,Mobile,Monthly,21,4,25.603098929139637,7,0.12,13,30,360,Card,0,Yes,No,2,42.55789592879205,Technical,4.0,1,0.63,0.33,2,Unsatisfied,0
Female,40,Canada,New York,SME,22,Mobile,Monthly,29,0,9.347792319767478,7,-0.07,0,50,1100,Bank Transfer,1,Yes,No,1,13.495268732236756,Service,1.0,0,0.32,0.02,38,Neutral,2
Male,35,India,London,SME,54,Referral,Quarterly,17,3,19.185104666217704,2,-0.08,6,30,1620,Card,1,No,Yes,4,40.25288158859308,,4.0,0,0.2,0.03,14,Neutral,0
Female,34,Germany,Dhaka,Individual,26,Mobile,Monthly,21,6,4.065526517194812,5,0.07,1,10,260,PayPal,0,No,No,2,34.17874946271614,Service,3.0,1,0.66,0.2,-12,Satisfied,2
Female,33,India,New York,Individual,14,Referral,Monthly,37,6,17.46991782720484,5,-0.0,24,30,420,PayPal,0,No,No,1,1.0,,3.0,0,0.12,0.01,23,Unsatisfied,1
Female,26,Australia,New York,Individual,7,Referral,Yearly,22,4,19.77339808072335,3,-0.19,9,30,210,Card,0,No,Yes,0,20.95289874809336,Service,4.0,0,0.23,0.09,40,Satisfied,1
Male,58,India,Delhi,SME,2,Web,Monthly,27,7,8.817354040132706,4,0.11,0,10,20,PayPal,0,No,No,3,23.940611248613777,Technical,3.0,0,0.54,0.44,38,Unsatisfied,0
Male,56,India,Berlin,Individual,57,Referral,Monthly,18,0,16.562667415533657,5,0.05,3,50,2850,PayPal,0,No,No,2,28.36398094030964,Service,4.0,0,0.42,0.33,24,Satisfied,2
Male,34,Germany,Sydney,SME,18,Web,Monthly,13,5,9.51523656420236,5,-0.07,1,70,1260,Card,1,Yes,No,0,28.61500921216177,Technical,5.0,0,0.55,0.26,48,Unsatisfied,2
Male,31,UK,Toronto,SME,26,Mobile,Monthly,27,5,17.634925653707302,8,0.09,1,70,1820,PayPal,0,Yes,No,2,33.481125867099706,Billing,3.0,0,0.13,0.18,-18,Unsatisfied,1
Male,67,Australia,Toronto,SME,12,Web,Yearly,6,5,9.42339620369762,3,0.09,10,30,360,Card,1,No,No,2,22.998956936522728,Billing,4.0,0,0.19,0.22,32,Neutral,1
Male,70,Canada,Delhi,Individual,44,Web,Monthly,0,7,27.11082013813398,7,0.2,9,70,3080,Card,0,No,No,1,8.46371396097729,,5.0,0,0.69,0.3,47,Satisfied,4
Male,32,Germany,Toronto,Individual,9,Mobile,Monthly,8,1,9.23187001437554,4,0.04,10,20,180,Card,0,No,No,1,29.82691497542575,,2.0,0,0.61,0.14,34,Neutral,1
Female,43,Bangladesh,New York,SME,4,Web,Quarterly,26,6,9.909409393054665,5,0.07,5,20,80,Card,1,Yes,No,0,18.61276909802231,Technical,5.0,0,0.57,0.12,82,Neutral,0
Female,65,Canada,London,Individual,54,Mobile,Monthly,35,0,11.002849942208208,9,-0.06,7,30,1620,Card,0,No,No,1,10.191430871482094,Billing,3.0,0,0.82,0.06,75,Unsatisfied,1
Female,43,Australia,Sydney,Individual,53,Web,Quarterly,25,6,14.31411773173351,4,0.27,6,100,5300,PayPal,0,No,No,2,33.04374428780661,Service,3.0,0,0.78,0.49,16,Unsatisfied,3
Female,24,India,Berlin,SME,24,Web,Yearly,36,1,13.14627092610009,7,0.17,3,50,1200,PayPal,1,No,No,1,21.035965337260723,Technical,3.0,0,0.6,0.35,-40,Neutral,2
Male,53,USA,Berlin,Individual,22,Mobile,Yearly,17,0,12.415867219724213,6,0.37,5,20,440,PayPal,1,No,Yes,1,27.566752936724765,Billing,3.0,1,0.43,0.12,47,Neutral,2
Male,69,UK,London,Individual,6,Web,Yearly,28,2,13.155790631229888,8,-0.09,9,50,300,Bank Transfer,0,No,No,0,21.981700662649853,,4.0,1,0.84,0.04,91,Neutral,0
Male,66,India,Berlin,Individual,34,Referral,Yearly,41,2,15.952280554461284,7,-0.05,8,20,680,Card,0,Yes,No,2,24.39658003211776,Technical,4.0,0,0.63,0.21,-43,Satisfied,0
Male,74,Germany,Sydney,Individual,1,Mobile,Quarterly,27,4,11.311982354647006,4,0.02,8,70,70,Bank Transfer,1,No,No,4,20.139773040245995,Billing,5.0,0,0.68,0.48,45,Satisfied,0
Male,33,Bangladesh,Berlin,Individual,7,Web,Quarterly,17,4,17.61020798288063,9,-0.02,6,30,210,PayPal,0,Yes,No,2,26.8078607971389,,4.0,0,0.7,0.4,16,Satisfied,0
Male,31,UK,Toronto,Individual,57,Referral,Monthly,23,5,9.675938331006568,6,-0.08,0,20,1140,PayPal,0,No,No,3,32.400034261897034,Service,4.0,1,0.61,0.1,77,Satisfied,1
Female,37,UK,New York,SME,30,Web,Quarterly,21,2,17.360505347392746,5,0.11,0,20,600,Bank Transfer,1,No,No,4,3.253449762650113,Billing,4.0,0,0.45,0.37,42,Satisfied,2
Female,59,Germany,Delhi,Individual,56,Web,Yearly,16,5,11.868612443164658,6,0.19,9,20,1120,Card,0,No,No,3,41.07940969969385,,3.0,0,0.76,0.19,61,Neutral,0
Female,44,UK,New York,SME,10,Mobile,Quarterly,13,4,11.620197690387286,3,-0.1,0,20,200,Card,0,No,No,1,19.136019249155936,,3.0,1,0.39,0.07,1,Satisfied,1
Female,44,UK,Dhaka,Enterprise,23,Web,Monthly,12,2,20.894276120590604,5,-0.04,6,10,230,Card,0,No,No,0,24.247589462838008,Technical,3.0,0,0.65,0.03,-32,Satisfied,2
Male,22,Australia,Berlin,Individual,43,Mobile,Quarterly,47,6,16.268995656063744,3,0.21,3,50,2150,Bank Transfer,0,No,Yes,1,15.268073880501005,Technical,3.0,0,0.4,0.4,-21,Neutral,0
Female,36,Germany,Sydney,Enterprise,7,Web,Quarterly,32,4,10.134431320638086,8,0.09,14,50,350,PayPal,1,No,No,1,32.63799428767389,Billing,4.0,0,0.68,0.1,-12,Neutral,0
Male,49,India,London,Enterprise,12,Mobile,Quarterly,17,4,22.132407249051955,6,0.09,1,50,600,PayPal,0,No,No,2,21.68508928622556,Service,4.0,0,0.52,0.32,22,Satisfied,1
Male,46,UK,New York,Individual,39,Mobile,Monthly,17,6,25.58933612248464,6,-0.09,1,30,1170,Bank Transfer,0,No,Yes,0,20.797292491225928,,3.0,0,0.83,0.45,15,Unsatisfied,1
Female,66,Canada,Sydney,Individual,43,Web,Monthly,3,3,19.85585516886377,6,0.17,30,70,3010,PayPal,1,No,No,2,15.725781379666326,Technical,4.0,0,0.3,0.11,-37,Unsatisfied,0
Female,56,USA,Toronto,Individual,53,Mobile,Monthly,36,2,7.976307184310954,4,0.06,19,10,530,Card,0,No,No,4,9.241596933929324,,4.0,0,0.77,0.22,36,Satisfied,1
Female,31,India,Delhi,Individual,23,Mobile,Monthly,26,0,23.754851640109614,5,-0.01,1,30,690,Card,0,No,Yes,2,18.490502640880678,Service,2.0,0,0.28,0.02,-5,Satisfied,3
Female,72,Germany,New York,SME,39,Web,Yearly,41,0,17.341136235372595,2,-0.14,4,20,780,Card,0,Yes,No,0,27.28995484352792,Service,5.0,0,0.76,0.2,5,Neutral,2
Female,70,USA,Berlin,SME,27,Web,Quarterly,0,3,15.232400117250045,4,-0.02,15,30,810,Card,0,Yes,No,2,17.374303483084095,Technical,4.0,1,0.18,0.18,25,Satisfied,0
Male,19,Australia,London,Individual,59,Web,Yearly,31,1,1.116138104089794,9,0.11,2,50,2950,PayPal,0,No,No,2,32.10768114798285,Technical,4.0,0,0.72,0.05,17,Satisfied,0
Female,30,UK,London,SME,6,Web,Monthly,0,5,15.943822952851368,8,0.18,0,20,120,Card,0,No,No,0,13.377719222178234,Billing,3.0,0,0.34,0.23,48,Satisfied,1
Female,61,UK,New York,Individual,43,Mobile,Yearly,10,7,20.46556060140823,9,0.17,4,10,430,Card,1,No,No,0,31.668195393656685,,4.0,2,0.43,0.4,-14,Satisfied,1
Female,53,India,Berlin,SME,52,Referral,Quarterly,27,1,13.700094753892596,6,0.29,3,50,2600,Card,1,No,No,0,22.982092842301057,,3.0,1,0.85,0.34,-17,Neutral,1
Female,27,USA,Berlin,SME,53,Web,Yearly,0,5,29.669747714466293,5,0.09,1,50,2650,Card,0,No,Yes,1,25.287251047057588,Billing,3.0,1,0.39,0.38,-21,Unsatisfied,0
Female,58,Canada,Sydney,Individual,11,Referral,Yearly,27,3,16.918081558398647,2,-0.13,19,100,1100,Bank Transfer,0,No,No,1,22.612128021557997,Service,3.0,0,0.88,0.15,38,Satisfied,0
Female,64,Canada,Sydney,Individual,23,Mobile,Yearly,6,1,25.001982793178545,5,-0.04,9,10,230,Card,1,No,No,0,24.23646939317773,Technical,3.0,1,0.39,0.23,0,Satisfied,1
Male,25,UK,New York,Individual,37,Referral,Monthly,23,3,19.58298593572245,5,0.18,0,70,2590,Bank Transfer,0,Yes,No,1,31.99255888111433,Billing,4.0,0,0.34,0.4,53,Unsatisfied,1
Female,42,India,Berlin,Individual,59,Web,Yearly,25,6,13.716323172628202,3,-0.06,20,20,1180,Card,2,No,Yes,4,27.247737155270883,Technical,3.0,1,0.12,0.1,6,Neutral,1
Male,40,UK,Delhi,SME,26,Referral,Yearly,18,3,8.991695029419642,7,0.07,3,50,1300,PayPal,1,No,No,2,24.835469752103258,Technical,3.0,0,0.78,0.32,100,Unsatisfied,0
Male,50,Australia,Berlin,SME,31,Mobile,Monthly,9,1,14.303758859396272,6,0.21,9,100,3100,Card,0,No,Yes,0,16.225401455714216,Technical,2.0,1,0.61,0.48,-28,Neutral,1
Male,57,Canada,London,Individual,56,Web,Monthly,0,4,11.911769381745646,4,0.05,1,100,5600,Card,0,Yes,No,1,34.9517067568612,Technical,3.0,0,0.16,0.42,38,Satisfied,0
Female,55,India,New York,SME,27,Referral,Monthly,14,2,7.061487065744725,4,0.12,19,100,2700,PayPal,1,No,No,1,31.52076105513009,Service,3.0,0,0.53,0.17,-55,Unsatisfied,0
Male,74,UK,Dhaka,Individual,56,Web,Yearly,28,5,12.41762884401038,4,0.13,7,50,2800,Card,1,No,Yes,1,29.08972969907116,Technical,3.0,1,0.57,0.43,56,Satisfied,1
Female,38,Canada,Berlin,Individual,4,Web,Monthly,26,2,1.1975312629090684,3,-0.07,7,30,120,PayPal,0,Yes,No,0,21.911313657363905,,4.0,0,0.4,0.38,-20,Satisfied,1
Female,53,Canada,Berlin,Individual,36,Mobile,Quarterly,5,1,15.602439897373792,6,0.11,14,30,1080,Card,0,No,No,3,30.23055931268139,Service,2.0,0,0.61,0.29,16,Neutral,1
Male,68,UK,New York,Individual,52,Referral,Monthly,27,1,15.049979474170373,6,-0.29,25,10,520,PayPal,2,Yes,No,3,21.343941752578104,,4.0,0,0.75,0.18,22,Neutral,1
Male,42,USA,Dhaka,Individual,16,Web,Monthly,28,1,9.233216214950676,7,0.08,3,10,160,Bank Transfer,1,No,No,1,32.7996265093278,,4.0,0,0.71,0.32,-11,Satisfied,1
Female,20,India,Toronto,Individual,42,Web,Monthly,23,7,17.981238699424516,4,-0.1,0,100,4200,Card,0,No,No,0,29.02098856700006,Billing,3.0,0,0.57,0.42,23,Satisfied,1
Male,55,Australia,London,Individual,16,Referral,Monthly,29,3,8.871248815628885,5,0.1,18,20,320,Card,0,Yes,No,1,19.220540070060068,Technical,3.0,2,0.85,0.21,20,Unsatisfied,0
Male,70,Bangladesh,London,Individual,16,Web,Monthly,2,4,12.801685181447976,2,0.11,7,10,160,Card,1,No,No,3,29.65062006280449,Service,3.0,1,0.7,0.05,-66,Satisfied,2
Female,29,Bangladesh,New York,Individual,51,Web,Quarterly,24,7,24.73088732515152,4,0.03,5,70,3570,PayPal,0,No,Yes,2,30.703096235115677,,2.0,0,0.77,0.41,45,Neutral,0
Female,70,Bangladesh,Dhaka,Individual,26,Web,Yearly,8,6,17.263438119493443,3,0.07,13,20,520,Card,0,No,No,1,33.59799749438357,,3.0,0,0.48,0.35,36,Satisfied,2
Female,73,Australia,Sydney,SME,28,Mobile,Monthly,12,3,21.149635326609385,9,0.21,7,10,280,Card,2,Yes,No,1,14.375964260302338,Service,3.0,0,0.57,0.27,28,Satisfied,0
Female,69,UK,New York,Individual,3,Web,Monthly,16,3,8.133869574764553,2,0.19,3,10,30,Card,0,No,No,2,21.049202080167063,Service,5.0,2,0.51,0.13,5,Neutral,0
Male,31,India,Berlin,Individual,19,Mobile,Monthly,12,0,16.636602008547886,2,0.02,0,50,950,Card,0,No,No,1,23.72674205235809,Technical,3.0,2,0.16,0.3,-29,Unsatisfied,0
Male,48,Australia,London,Individual,33,Web,Monthly,32,7,4.7590997838803215,6,0.26,22,50,1650,Card,1,Yes,Yes,1,28.509051143775512,Billing,2.0,0,0.73,0.28,19,Neutral,1
Male,40,Canada,London,SME,15,Web,Yearly,10,1,14.277838168646117,3,0.06,9,10,150,Bank Transfer,2,No,Yes,2,21.29975282843345,Technical,5.0,1,0.77,0.4,0,Satisfied,1
Male,71,Canada,Dhaka,Individual,23,Web,Quarterly,11,5,18.62155579214755,8,0.09,0,70,1610,PayPal,0,No,No,1,34.453426238885385,Technical,5.0,0,0.16,0.28,100,Neutral,0
Female,42,Canada,Berlin,Individual,5,Web,Quarterly,32,3,21.52724560581808,2,0.36,17,50,250,PayPal,0,Yes,No,2,19.126576475639823,Technical,2.0,0,0.86,0.18,-8,Neutral,1
Male,29,Australia,Sydney,Individual,4,Web,Quarterly,14,3,6.3823625628281295,8,-0.09,3,20,80,PayPal,2,No,No,3,34.869682858941786,,4.0,0,0.44,0.37,56,Neutral,4
Male,64,Germany,Sydney,Individual,4,Referral,Quarterly,6,2,21.11220060373148,4,-0.07,5,50,200,PayPal,0,No,No,0,29.24205413080147,Service,3.0,1,0.31,0.42,0,Unsatisfied,1
Female,44,USA,London,Individual,17,Mobile,Monthly,31,6,20.534428627356675,4,0.18,2,70,1190,PayPal,0,No,No,2,31.832913877737155,Technical,4.0,0,0.22,0.09,-29,Satisfied,0
Male,49,Canada,Dhaka,SME,52,Web,Quarterly,24,1,1.0,4,0.27,8,30,1560,Card,0,No,No,1,13.221182378569692,Technical,3.0,0,0.87,0.47,52,Satisfied,1
Female,38,Australia,Dhaka,SME,15,Referral,Monthly,22,1,21.329325069570377,6,0.19,4,20,300,Card,1,Yes,No,0,20.54468226758415,Billing,3.0,0,0.23,0.17,87,Satisfied,2
Female,68,Canada,Sydney,Enterprise,15,Web,Yearly,18,6,27.826036240277865,4,0.1,9,70,1050,Card,0,No,Yes,0,33.10744520180995,Technical,4.0,0,0.45,0.14,31,Unsatisfied,0
Male,67,Australia,Berlin,Individual,21,Web,Monthly,17,7,11.268154118076511,1,0.02,6,10,210,Card,0,No,No,1,23.31462335799484,Billing,3.0,0,0.5,0.06,-14,Satisfied,3
Male,44,Canada,Delhi,Enterprise,55,Mobile,Yearly,32,5,28.30725808907997,1,0.1,19,20,1100,Bank Transfer,1,No,No,1,13.21614399758049,Service,3.0,0,0.37,0.14,37,Satisfied,2
Female,46,Canada,New York,Enterprise,31,Web,Monthly,8,7,16.35030331525786,3,-0.16,0,30,930,Card,1,Yes,No,1,21.925612157197605,,3.0,1,0.13,0.05,10,Satisfied,1
Male,34,USA,New York,Individual,36,Referral,Quarterly,21,3,11.562484823644734,2,-0.19,0,50,1800,Card,1,Yes,No,2,26.641268090960253,,3.0,0,0.49,0.31,68,Satisfied,1
Male,45,USA,Toronto,SME,59,Web,Monthly,17,4,7.9444701751170435,6,0.0,8,10,590,PayPal,0,Yes,No,2,35.067567900495085,Service,1.0,0,0.74,0.22,25,Neutral,1
Male,64,Canada,London,Individual,14,Web,Yearly,17,2,13.403487571892487,5,-0.18,10,70,980,PayPal,2,No,No,1,23.321246846860703,,4.0,0,0.36,0.05,-69,Neutral,3
Female,74,USA,Berlin,Individual,25,Mobile,Yearly,13,2,7.163152258636348,7,0.28,1,50,1250,Card,0,No,No,2,29.55780495584177,Technical,3.0,0,0.48,0.29,100,Neutral,0
Female,20,Bangladesh,Dhaka,SME,52,Web,Monthly,35,6,7.558107961036782,5,-0.09,23,50,2600,PayPal,1,No,No,4,22.75104086862484,Service,3.0,0,0.71,0.27,1,Satisfied,1
Male,55,UK,Toronto,SME,25,Mobile,Quarterly,36,3,25.631653648573376,3,0.2,5,50,1250,Card,0,Yes,No,2,29.68241765525314,,3.0,0,0.73,0.09,-37,Neutral,0
Female,39,UK,Dhaka,Individual,42,Mobile,Monthly,0,1,19.315360118699267,2,0.06,7,20,840,Bank Transfer,1,No,No,3,24.560011693601936,Technical,3.0,0,0.53,0.39,65,Satisfied,0
Male,25,UK,Toronto,Individual,30,Web,Monthly,8,0,10.49624032575574,5,-0.06,46,70,2100,Bank Transfer,0,No,No,0,32.4511399435614,Technical,2.0,0,0.5,0.12,35,Neutral,1
Female,31,Bangladesh,Sydney,Individual,46,Web,Monthly,0,4,15.9555473461393,3,0.21,2,10,460,Card,1,No,No,2,22.308533222037678,Technical,3.0,0,0.87,0.18,-5,Neutral,0
Female,28,India,Berlin,SME,55,Web,Monthly,31,4,10.555711888264284,4,-0.17,18,50,2750,Card,1,No,Yes,1,25.0042551389934,Technical,2.0,0,0.12,0.47,-6,Satisfied,2
Male,33,Canada,New York,Individual,34,Referral,Quarterly,9,7,8.824328324211365,5,-0.24,5,10,340,Bank Transfer,2,No,No,4,32.72551783256097,Billing,3.0,0,0.14,0.04,12,Unsatisfied,0
Male,61,Australia,Berlin,SME,21,Web,Quarterly,28,2,18.472904152580696,3,-0.14,0,70,1470,Card,0,Yes,No,1,10.794342894607103,Service,3.0,0,0.44,0.19,100,Neutral,0
Female,57,Germany,Toronto,Individual,52,Web,Yearly,20,5,15.341781071638092,7,-0.07,12,70,3640,PayPal,0,No,No,0,13.423847192304022,,5.0,0,0.54,0.23,-41,Unsatisfied,0
Male,67,India,Delhi,SME,2,Web,Yearly,16,7,12.820307553866442,5,-0.18,3,50,100,Card,1,No,No,3,35.66056126681624,Technical,3.0,0,0.73,0.49,-20,Neutral,1
Male,28,USA,Delhi,Individual,14,Web,Yearly,33,4,19.158322182288067,6,-0.07,0,70,980,Bank Transfer,1,No,No,1,26.74725561948229,Billing,4.0,0,0.46,0.31,-50,Unsatisfied,1
Male,48,Bangladesh,Dhaka,SME,17,Web,Monthly,0,3,15.721830192170607,12,-0.02,6,30,510,Card,1,No,Yes,3,16.120989136634087,Billing,3.0,0,0.27,0.25,-12,Neutral,0
Female,61,USA,London,SME,1,Web,Monthly,22,5,18.620356028093525,5,0.02,18,20,20,Card,1,No,Yes,1,24.349689510370226,Technical,4.0,3,0.89,0.24,54,Satisfied,0
Male,20,Germany,Sydney,Individual,11,Web,Monthly,8,3,17.49590848224948,2,0.2,32,50,550,PayPal,0,No,No,1,38.80037155799064,Service,4.0,0,0.44,0.49,2,Neutral,2
Male,65,Australia,New York,Individual,30,Web,Quarterly,29,0,1.0,7,0.01,7,20,600,Card,1,No,No,1,37.61363697279164,Billing,4.0,0,0.47,0.2,76,Neutral,1
Female,18,Germany,London,SME,20,Web,Yearly,34,0,19.558749440980367,4,0.06,1,10,200,Card,1,No,No,0,18.06425708553271,Billing,5.0,0,0.37,0.35,59,Unsatisfied,0
Male,62,UK,Dhaka,Individual,43,Mobile,Monthly,20,5,19.861664839243115,4,-0.09,7,30,1290,Card,0,No,No,1,35.5239153143359,Technical,4.0,0,0.7,0.34,53,Neutral,0
Male,19,USA,Delhi,Individual,20,Web,Monthly,26,6,12.620477332516028,4,0.03,1,70,1400,Card,1,Yes,No,3,18.641565032883303,,3.0,1,0.62,0.16,100,Neutral,2
Female,35,Canada,Berlin,SME,8,Web,Monthly,24,5,17.574657794186553,3,0.22,52,30,240,Card,0,No,No,0,26.865617846557008,Service,4.0,0,0.28,0.42,87,Unsatisfied,2
Male,24,Germany,Dhaka,SME,30,Mobile,Monthly,15,1,23.74481516899625,2,-0.01,2,10,300,Card,0,No,Yes,2,37.08229633134992,Technical,4.0,0,0.84,0.46,-2,Satisfied,2
Female,40,Bangladesh,Delhi,SME,9,Referral,Monthly,41,6,12.867160411558432,7,-0.42,10,20,180,Card,0,No,No,1,11.354517374541116,Technical,3.0,0,0.57,0.4,26,Satisfied,0
Female,31,Australia,New York,Individual,47,Mobile,Monthly,4,4,17.94556996332477,5,0.03,1,30,1410,Card,0,Yes,No,2,40.13628629454153,Technical,4.0,0,0.68,0.09,28,Satisfied,1
Female,24,Australia,London,Individual,39,Mobile,Monthly,10,4,17.004285750515265,5,-0.15,7,50,1950,PayPal,0,Yes,No,2,23.873283495914613,Billing,3.0,0,0.79,0.35,11,Unsatisfied,0
Female,68,India,Sydney,Enterprise,20,Web,Quarterly,9,2,29.234646528711867,3,-0.11,24,70,1400,Card,0,Yes,No,2,14.313036194423036,,3.0,1,0.46,0.44,-22,Satisfied,4
Female,19,India,Sydney,Individual,55,Mobile,Yearly,17,5,1.250359549677258,5,0.11,4,20,1100,Card,0,Yes,No,1,10.253532018526917,Billing,4.0,0,0.76,0.16,58,Unsatisfied,1
Male,65,Canada,New York,Individual,34,Web,Monthly,30,4,13.44407863101785,4,0.1,5,50,1700,Card,0,Yes,No,0,25.72163618937135,Technical,4.0,0,0.72,0.15,33,Satisfied,2
Male,66,Germany,New York,SME,20,Web,Monthly,20,2,15.207955994894675,3,-0.22,27,10,200,Card,0,No,No,2,8.41157464011389,Technical,2.0,0,0.68,0.29,-39,Satisfied,2
Male,20,USA,Sydney,Individual,16,Web,Monthly,25,2,18.65181030620238,6,0.13,2,10,160,Card,1,No,No,2,40.141782040348126,Billing,3.0,0,0.18,0.23,24,Satisfied,0
Male,69,Canada,Dhaka,Individual,18,Web,Monthly,23,7,13.203155680441212,7,-0.1,1,10,180,Card,0,No,No,1,3.742580954269137,Billing,5.0,0,0.29,0.19,20,Neutral,1
Male,28,Canada,Sydney,Enterprise,9,Mobile,Monthly,17,7,20.236770866722445,6,0.1,5,10,90,Bank Transfer,1,Yes,Yes,3,26.19862826385773,Billing,4.0,2,0.54,0.43,1,Neutral,1
Female,34,Australia,London,Individual,6,Web,Monthly,20,1,17.405897869360132,4,-0.08,3,10,60,Bank Transfer,0,No,No,1,24.31017445555444,Technical,5.0,1,0.57,0.16,-26,Satisfied,0
Male,62,USA,New York,Individual,2,Web,Monthly,4,7,19.251123340272752,2,0.19,4,70,140,Card,1,Yes,No,3,19.941293329714934,Service,5.0,0,0.68,0.1,-25,Neutral,0
Male,33,Bangladesh,London,Individual,15,Web,Yearly,9,6,19.663355685435214,4,-0.03,0,20,300,PayPal,0,Yes,No,2,32.06348479100378,Billing,5.0,0,0.7,0.03,48,Satisfied,0
Male,49,Canada,New York,Enterprise,56,Web,Yearly,19,3,4.990716441333667,3,0.01,11,10,560,Card,1,No,Yes,0,13.232058873951452,Service,5.0,0,0.43,0.12,37,Unsatisfied,2
Female,68,Canada,Dhaka,SME,1,Mobile,Monthly,1,7,14.540831275819146,4,-0.18,38,10,10,Card,0,No,No,1,20.9483082771736,Service,4.0,0,0.31,0.34,10,Satisfied,0
Male,28,Germany,New York,Individual,20,Mobile,Monthly,0,3,9.971701891472264,2,0.17,7,100,2000,Card,0,No,No,2,39.2890640312314,Service,3.0,1,0.8,0.24,95,Neutral,0
Male,52,UK,London,Enterprise,6,Mobile,Monthly,17,4,16.54901521698906,5,-0.22,3,10,60,Card,1,No,No,2,27.667970275919632,,3.0,1,0.65,0.21,92,Neutral,0
Male,36,Germany,London,Individual,27,Web,Quarterly,15,6,10.00623059827919,2,0.26,15,30,810,PayPal,0,Yes,Yes,4,14.694066498072443,Billing,3.0,0,0.41,0.25,-21,Satisfied,1
Male,58,USA,London,Individual,29,Web,Monthly,20,0,22.73400785567325,8,0.09,3,50,1450,Card,0,No,Yes,3,25.8071930429783,,2.0,1,0.67,0.1,-23,Unsatisfied,4
Male,19,Canada,Sydney,Individual,10,Web,Monthly,18,2,12.907063546583538,3,0.08,4,10,100,Card,0,No,No,2,26.298293261895527,Service,5.0,0,0.18,0.01,13,Unsatisfied,0
Female,57,India,Berlin,Individual,46,Referral,Monthly,15,0,15.595144871294366,6,0.02,44,10,460,Card,0,Yes,No,0,22.928282828742425,Billing,3.0,0,0.47,0.11,-3,Neutral,1
Male,48,UK,Berlin,Individual,53,Mobile,Yearly,29,3,5.369696880571883,5,0.22,14,30,1590,PayPal,2,Yes,No,1,19.06602568009268,Technical,3.0,0,0.39,0.05,73,Satisfied,0
Female,63,India,Berlin,SME,28,Web,Quarterly,13,7,15.501642652323088,3,-0.07,23,30,840,Card,0,Yes,Yes,0,40.236102000094014,,3.0,0,0.5,0.47,-21,Satisfied,0
Female,73,Canada,London,Individual,13,Web,Quarterly,23,2,15.854381861501968,6,-0.09,1,70,910,Bank Transfer,0,Yes,Yes,2,13.41538360453264,Technical,1.0,0,0.55,0.35,-35,Satisfied,1
Male,63,Australia,New York,Individual,41,Web,Monthly,13,0,1.0,3,0.02,0,70,2870,PayPal,0,Yes,No,0,1.0,Service,4.0,0,0.15,0.41,22,Satisfied,2
Female,29,Bangladesh,Dhaka,Individual,4,Web,Quarterly,2,2,17.825162148255533,5,-0.01,7,50,200,Card,0,No,Yes,0,59.442810473827855,Service,3.0,0,0.13,0.27,59,Satisfied,0
Male,48,Germany,Sydney,Individual,28,Mobile,Monthly,11,2,12.095457610293378,3,0.22,7,10,280,Bank Transfer,0,No,No,3,42.8157117144598,Billing,5.0,0,0.54,0.06,56,Neutral,2
Female,41,Bangladesh,Sydney,Enterprise,18,Web,Yearly,4,4,14.247649122678556,5,-0.21,1,10,180,PayPal,1,No,No,0,19.409645475042208,Service,3.0,2,0.41,0.28,11,Satisfied,3
Female,47,UK,Sydney,Individual,49,Referral,Quarterly,10,3,10.447255214839334,9,0.02,11,30,1470,Card,0,No,No,0,33.849217899847815,Billing,4.0,0,0.6,0.33,-1,Neutral,0
Female,50,Bangladesh,Toronto,Individual,2,Mobile,Quarterly,10,3,12.769602928049638,6,-0.1,11,10,20,PayPal,0,No,No,0,38.94707834547682,Service,4.0,0,0.83,0.37,100,Satisfied,2
Male,40,Germany,Sydney,Individual,31,Web,Quarterly,5,6,7.9920402428131645,2,0.2,17,100,3100,Card,0,No,No,7,31.75542646327036,,3.0,0,0.1,0.1,59,Unsatisfied,3
Female,61,Germany,New York,Individual,36,Referral,Monthly,43,3,16.195853908499277,7,0.13,13,10,360,PayPal,2,No,No,1,28.77809294349028,Technical,1.0,1,0.22,0.35,16,Neutral,0
